,Match Runs,Match SR,Total Runs,Total Balls,Ave,Career SR,HS,NO,0,50,100,Opposition,Ground,match_id,player_id
13467,97*,119.75,1628,1806,42.84,90.14,119,3,2,8,5,England,Birmingham,3523,28235
13468,31,70.45,1659,1850,42.53,89.67,119,3,2,8,5,England,Leeds,3525,28235
13469,68,73.91,1727,1942,43.17,88.92,119,3,2,9,5,West Indies,Kochi,3531,28235
13470,1,11.11,1728,1951,42.14,88.56,119,3,2,9,5,West Indies,Delhi,3533,28235
13471,35,100.00,1763,1986,41.97,88.77,119,3,2,9,5,West Indies,Dharamsala,3535,28235
13472,113,105.60,1876,2093,43.62,89.63,119,3,2,9,6,Sri Lanka,Cuttack,3539,28235
13473,79,98.75,1955,2173,44.43,89.96,119,3,2,10,6,Sri Lanka,Ahmedabad,3540,28235
13474,91,115.18,2046,2252,45.46,90.85,119,3,2,11,6,Sri Lanka,Hyderabad (Deccan),3543,28235
13475,2,50.00,2048,2256,44.52,90.78,119,3,2,11,6,Australia,Melbourne,3582,28235
13476,1,20.00,2049,2261,43.59,90.62,119,3,2,11,6,England,Brisbane,3586,28235
13477,8,61.53,2057,2274,42.85,90.45,119,3,2,11,6,Australia,Sydney,3592,28235
13478,38,58.46,2095,2339,42.75,89.56,119,3,2,11,6,England,Perth,3595,28235
13479,73,96.05,2168,2415,43.36,89.77,119,3,2,12,6,Pakistan,Adelaide,3602,28235
13480,137,93.83,2305,2561,45.19,90.00,137,3,2,12,7,South Africa,Melbourne,3610,28235
13481,14,82.35,2319,2578,44.59,89.95,137,3,2,12,7,U.A.E.,Perth,3618,28235
13482,9,64.28,2328,2592,43.92,89.81,137,3,2,12,7,West Indies,Perth,3625,28235
13483,100,117.64,2428,2677,44.96,90.69,137,3,2,12,8,Ireland,Hamilton,3631,28235
13484,4,20.00,2432,2697,44.21,90.17,137,3,2,12,8,Zimbabwe,Auckland,3636,28235
13485,30,60.00,2462,2747,43.96,89.62,137,3,2,12,8,Bangladesh,Melbourne,3641,28235
13486,45,109.75,2507,2788,43.98,89.92,137,3,2,12,8,Australia,Sydney,3645,28235
13487,30,78.94,2537,2826,43.74,89.77,137,3,2,12,8,Bangladesh,Dhaka,3658,28235
13488,53,88.33,2590,2886,43.89,89.74,137,3,2,13,8,Bangladesh,Dhaka,3660,28235
13489,75,102.73,2665,2959,44.41,90.06,137,3,2,14,8,Bangladesh,Dhaka,3661,28235
13490,23,82.14,2688,2987,44.06,89.98,137,3,2,14,8,South Africa,Kanpur,3689,28235
13491,23,67.64,2711,3021,43.72,89.73,137,3,2,14,8,South Africa,Indore,3692,28235
13492,13,44.82,2724,3050,43.23,89.31,137,3,2,14,8,South Africa,Rajkot,3695,28235
13493,7,46.66,2731,3065,42.67,89.10,137,3,2,14,8,South Africa,Chennai,3698,28235
13494,60,101.69,2791,3124,42.93,89.34,137,3,2,15,8,South Africa,Mumbai,3700,28235
13495,9,40.90,2800,3146,42.42,89.00,137,3,2,15,8,Australia,Perth,3723,28235
13496,6,150.00,2806,3150,41.88,89.07,137,3,2,15,8,Australia,Brisbane,3724,28235
13497,68,74.72,2874,3241,42.26,88.67,137,3,2,16,8,Australia,Melbourne,3725,28235
13498,126,111.50,3000,3354,43.47,89.44,137,3,2,16,9,Australia,Canberra,3726,28235
13499,78,139.28,3078,3410,43.97,90.26,137,3,2,17,9,Australia,Sydney,3727,28235
13500,1,10.00,3079,3420,43.36,90.02,137,3,2,17,9,England,Pune,3819,28235
13501,11,73.33,3090,3435,42.91,89.95,137,3,2,17,9,England,Cuttack,3821,28235
13502,68,104.61,3158,3500,43.26,90.22,137,3,2,18,9,Pakistan,Birmingham,3878,28235
13503,125,97.65,3283,3628,44.36,90.49,137,3,2,18,10,Sri Lanka,The Oval,3882,28235
13504,78,93.97,3361,3711,44.81,90.56,137,3,2,19,10,South Africa,The Oval,3886,28235
13505,46,135.29,3407,3745,44.82,90.97,137,3,2,19,10,Bangladesh,Birmingham,3891,28235
13506,21,95.45,3428,3767,44.51,91.00,137,3,2,19,10,Pakistan,The Oval,3894,28235
13507,87,94.56,3515,3859,45.06,91.08,137,3,2,20,10,West Indies,Port of Spain,3895,28235
13508,63,106.77,3578,3918,45.29,91.32,137,3,2,21,10,West Indies,Port of Spain,3896,28235
13509,2,33.33,3580,3924,44.75,91.23,137,3,2,21,10,West Indies,North Sound,3898,28235
13510,5,71.42,3585,3931,44.25,91.19,137,3,2,21,10,West Indies,North Sound,3900,28235
13511,4,133.33,3589,3934,43.76,91.23,137,3,2,21,10,West Indies,Kingston,3902,28235
13512,132*,146.66,3721,4024,45.37,92.47,137,4,2,21,11,Sri Lanka,Dambulla,3905,28235
13513,49,98.00,3770,4074,45.42,92.53,137,4,2,21,11,Sri Lanka,Pallekele,3906,28235
13514,5,166.66,3775,4077,44.94,92.59,137,4,2,21,11,Sri Lanka,Pallekele,3907,28235
13515,4,66.66,3779,4083,44.45,92.55,137,4,2,21,11,Sri Lanka,Colombo (RPS),3908,28235
13516,9,75.00,3788,4095,44.04,92.50,137,4,2,21,11,New Zealand,Mumbai,3928,28235
13517,68,80.95,3856,4179,44.32,92.27,137,4,2,22,11,New Zealand,Pune,3931,28235
13518,14,70.00,3870,4199,43.97,92.16,137,4,2,22,11,New Zealand,Kanpur,3932,28235
13519,0,0.00,3870,4205,43.48,92.03,137,4,3,22,11,Sri Lanka,Dharamsala,3939,28235
13520,68,101.49,3938,4272,43.75,92.18,137,4,3,23,11,Sri Lanka,Mohali,3941,28235
13521,100*,117.64,4038,4357,44.86,92.67,137,5,3,23,12,Sri Lanka,Visakhapatnam,3942,28235
13522,35,120.68,4073,4386,44.75,92.86,137,5,3,23,12,South Africa,Durban,3969,28235
13523,51*,91.07,4124,4442,45.31,92.84,137,6,3,24,12,South Africa,Centurion,3970,28235
13524,76,120.63,4200,4505,45.65,93.22,137,6,3,25,12,South Africa,Cape Town,3971,28235
13525,109,103.80,4309,4610,46.33,93.47,137,6,3,25,13,South Africa,Johannesburg,3973,28235
13526,34,147.82,4343,4633,46.20,93.74,137,6,3,25,13,South Africa,Port Elizabeth,3976,28235
13527,18,52.94,4361,4667,45.90,93.44,137,6,3,25,13,South Africa,Centurion,3978,28235
13528,40,148.14,4401,4694,45.84,93.75,137,6,3,25,13,England,Nottingham,4014,28235
13529,36,120.00,4437,4724,45.74,93.92,137,6,3,25,13,England,Lord's,4016,28235
13530,44,89.79,4481,4773,45.72,93.88,137,6,3,25,13,England,Leeds,4018,28235
13531,127,105.83,4608,4893,46.54,94.17,137,6,3,25,14,Hong Kong,Dubai (DSC),4039,28235
13532,46,85.18,4654,4947,46.54,94.07,137,6,3,25,14,Pakistan,Dubai (DSC),4040,28235
13533,40,85.10,4694,4994,46.47,93.99,137,6,3,25,14,Bangladesh,Dubai (DSC),4042,28235
13534,114,114.00,4808,5094,47.13,94.38,137,6,3,25,15,Pakistan,Dubai (DSC),4044,28235
13535,15,107.14,4823,5108,46.82,94.42,137,6,3,25,15,Bangladesh,Dubai (DSC),4048,28235
13536,4,66.66,4827,5114,46.41,94.38,137,6,3,25,15,West Indies,Guwahati,4056,28235
13537,29,96.66,4856,5144,46.24,94.40,137,6,3,25,15,West Indies,Visakhapatnam,4059,28235
13538,35,77.77,4891,5189,46.14,94.25,137,6,3,25,15,West Indies,Pune,4062,28235
13539,38,95.00,4929,5229,46.06,94.26,137,6,3,25,15,West Indies,Mumbai (BS),4063,28235
13540,6,120.00,4935,5234,45.69,94.28,137,6,3,25,15,West Indies,Thiruvananthapuram,4064,28235
13541,0,0.00,4935,5235,45.27,94.26,137,6,4,25,15,Australia,Sydney,4077,28235
13542,32,114.28,4967,5263,45.15,94.37,137,6,4,25,15,Australia,Adelaide,4078,28235
13543,23,50.00,4990,5309,44.95,93.99,137,6,4,25,15,Australia,Melbourne,4079,28235
13544,75*,72.81,5065,5412,45.63,93.58,137,7,4,26,15,New Zealand,Napier,4082,28235
13545,66,98.50,5131,5479,45.81,93.64,137,7,4,27,15,New Zealand,Mount Maunganui,4085,28235
13546,28,103.70,5159,5506,45.65,93.69,137,7,4,27,15,New Zealand,Mount Maunganui,4088,28235
13547,13,65.00,5172,5526,45.36,93.59,137,7,4,27,15,New Zealand,Hamilton,4091,28235
13548,6,46.15,5178,5539,45.02,93.48,137,7,4,27,15,New Zealand,Wellington,4092,28235
13549,0,0.00,5178,5540,44.63,93.46,137,7,5,27,15,Australia,Hyderabad (Deccan),4102,28235
13550,21,72.41,5199,5569,44.43,93.35,137,7,5,27,15,Australia,Nagpur,4106,28235
13551,1,10.00,5200,5579,44.06,93.20,137,7,5,27,15,Australia,Ranchi,4109,28235
13552,143,124.34,5343,5694,44.89,93.83,143,7,5,27,16,Australia,Mohali,4111,28235
13553,12,80.00,5355,5709,44.62,93.79,143,7,5,27,16,Australia,Delhi,4113,28235
13554,8,66.66,5363,5721,44.32,93.74,143,7,5,27,16,South Africa,Southampton,4150,28235
13555,117,107.33,5480,5830,44.91,93.99,143,7,5,27,17,Australia,The Oval,4155,28235
13557,2,66.66,5482,5833,44.56,93.98,143,7,5,27,17,West Indies,Port of Spain,4197,28235
13558,36,100.00,5518,5869,44.50,94.01,143,7,5,27,17,West Indies,Port of Spain,4199,28235
13559,74,81.31,5592,5960,44.73,93.82,143,7,5,28,17,Australia,Mumbai,4231,28235
13560,96,106.66,5688,6050,45.14,94.01,143,7,5,29,17,Australia,Rajkot,4232,28235
13562,74,86.04,5762,6136,45.37,93.90,143,7,5,30,17,Australia,Sydney,4265,28235
13563,30,130.43,5792,6159,45.25,94.04,143,7,5,30,17,Australia,Sydney,4266,28235
13564,16,59.25,5808,6186,45.02,93.88,143,7,5,30,17,Australia,Canberra,4267,28235
13565,98,92.45,5906,6292,45.43,93.86,143,7,5,31,17,England,Pune,4281,28235
13566,4,23.52,5910,6309,45.11,93.67,143,7,5,31,17,England,Pune,4283,28235
13567,67,119.64,5977,6365,45.28,93.90,143,7,5,32,17,England,Pune,4284,28235
13568,86*,90.52,6063,6460,45.93,93.85,143,8,5,33,17,Sri Lanka,Colombo (RPS),4307,28235
13569,29,76.31,6092,6498,45.80,93.75,143,8,5,33,17,Sri Lanka,Colombo (RPS),4309,28235
13570,13,118.18,6105,6509,45.55,93.79,143,8,5,33,17,Sri Lanka,Colombo (RPS),4312,28235
13571,5,33.33,5,15,5.00,33.33,5,0,0,0,0,Australia,Sydney,1786,37737
13572,37,57.81,42,79,21.00,53.16,37,0,0,0,0,South Africa,Brisbane,1787,37737
13573,0,0.00,42,82,14.00,51.21,37,0,1,0,0,Australia,Adelaide,1796,37737
13574,29,61.70,71,129,17.75,55.03,37,0,1,0,0,South Africa,Adelaide,1797,37737
13575,9,60.00,80,144,16.00,55.55,37,0,1,0,0,England,Wellington,1809,37737
13576,5,55.55,85,153,14.16,55.55,37,0,1,0,0,England,Auckland,1812,37737
13577,7,70.00,92,163,13.14,56.44,37,0,1,0,0,England,Dunedin,1813,37737
13578,4,100.00,96,167,12.00,57.48,37,0,1,0,0,India,Auckland,1926,37737
13579,7,58.33,103,179,11.44,57.54,37,0,1,0,0,India,Napier,1927,37737
13580,10*,62.50,113,195,12.55,57.94,37,1,1,0,0,India,Christchurch,1928,37737
13582,35,47.94,148,268,14.80,55.22,37,1,1,0,0,India,Wellington,1930,37737
13583,0,-,148,268,13.45,55.22,37,1,2,0,0,India,Auckland,1933,37737
13584,4,66.66,152,274,12.66,55.47,37,1,2,0,0,India,Hamilton,1935,37737
13585,36*,67.92,188,327,15.66,57.49,37,2,2,0,0,West Indies,Port Elizabeth,1949,37737
13590,1,14.28,189,334,14.53,56.58,37,2,2,0,0,Australia,Port Elizabeth,1986,37737
13591,4,25.00,193,350,13.78,55.14,37,2,2,0,0,India,Centurion,1988,37737
13593,0,0.00,193,360,12.86,53.61,37,2,3,0,0,Sri Lanka,Dambulla,2010,37737
13594,47*,74.60,240,423,16.00,56.73,47*,3,3,0,0,Sri Lanka,Dambulla,2014,37737
13595,0,0.00,240,426,15.00,56.33,47*,3,4,0,0,Pakistan,Dambulla,2015,37737
13596,4*,66.66,244,432,15.25,56.48,47*,4,4,0,0,Pakistan,Dambulla,2017,37737
13598,5,38.46,249,445,14.64,55.95,47*,4,4,0,0,Australia,Faridabad,2053,37737
13599,51*,108.51,300,492,17.64,60.97,51*,5,4,1,0,Australia,Pune,2055,37737
13600,19*,118.75,319,508,18.76,62.79,51*,6,4,1,0,India,Cuttack,2056,37737
13601,7,53.84,326,521,18.11,62.57,51*,6,4,1,0,Australia,Guwahati,2058,37737
13602,31,44.92,357,590,18.78,60.50,51*,6,4,1,0,India,Hyderabad (Deccan),2062,37737
13603,0*,-,357,590,18.78,60.50,51*,7,4,1,0,Pakistan,Lahore,2068,37737
13604,0,0.00,357,599,17.85,59.59,51*,7,5,1,0,Pakistan,Lahore,2071,37737
13605,1,25.00,358,603,17.04,59.36,51*,7,5,1,0,Pakistan,Faisalabad,2072,37737
13606,10,55.55,368,621,16.72,59.25,51*,7,5,1,0,Pakistan,Rawalpindi,2073,37737
13607,5,35.71,373,635,16.21,58.74,51*,7,5,1,0,Pakistan,Rawalpindi,2074,37737
13608,13*,56.52,386,658,16.78,58.66,51*,8,5,1,0,Pakistan,Auckland,2075,37737
13609,56*,109.80,442,709,19.21,62.34,56*,9,5,2,0,Pakistan,Queenstown,2076,37737
13612,9,60.00,451,724,18.79,62.29,56*,9,5,2,0,Pakistan,Wellington,2083,37737
13613,16*,133.33,467,736,19.45,63.45,56*,10,5,2,0,South Africa,Auckland,2099,37737
13614,2,14.28,469,750,18.76,62.53,56*,10,5,2,0,South Africa,Christchurch,2100,37737
13615,41*,170.83,510,774,20.40,65.89,56*,11,5,2,0,South Africa,Wellington,2101,37737
13617,11,68.75,521,790,20.03,65.94,56*,11,5,2,0,South Africa,Auckland,2107,37737
13621,47,69.11,568,858,21.03,66.20,56*,11,5,2,0,Australia,The Oval,2176,37737
13622,8,30.76,576,884,20.57,65.15,56*,11,5,2,0,Bangladesh,Chattogram,2189,37737
13623,0,0.00,576,886,19.86,65.01,56*,11,6,2,0,Bangladesh,Dhaka,2190,37737
13625,20*,153.84,596,899,20.55,66.29,56*,12,6,2,0,Australia,Melbourne (Docklands),2196,37737
13626,21,47.72,617,943,20.56,65.42,56*,12,6,2,0,Australia,Sydney,2198,37737
13628,8,61.53,625,956,20.16,65.37,56*,12,6,2,0,Australia,Wellington,2227,37737
13629,20,48.78,645,997,20.15,64.69,56*,12,6,2,0,Australia,Christchurch,2228,37737
13630,23,100.00,668,1020,20.24,65.49,56*,12,6,2,0,Australia,Auckland,2230,37737
13631,17,80.95,685,1041,20.14,65.80,56*,12,6,2,0,Australia,Wellington,2232,37737
13632,36,60.00,721,1101,20.60,65.48,56*,12,6,2,0,Australia,Napier,2234,37737
13633,51*,231.81,772,1123,22.05,68.74,56*,13,6,3,0,Zimbabwe,Bulawayo,2272,37737
13634,49,125.64,821,1162,22.80,70.65,56*,13,6,3,0,India,Bulawayo,2273,37737
13635,2,28.57,823,1169,22.24,70.40,56*,13,6,3,0,Zimbabwe,Harare,2276,37737
13636,28,133.33,851,1190,22.39,71.51,56*,13,6,3,0,India,Harare,2278,37737
13638,28,87.50,879,1222,22.53,71.93,56*,13,6,3,0,South Africa,Bloemfontein,2285,37737
13639,1,14.28,880,1229,22.00,71.60,56*,13,6,3,0,South Africa,Cape Town,2288,37737
13640,19,95.00,899,1249,21.92,71.97,56*,13,6,3,0,South Africa,Port Elizabeth,2289,37737
13642,27,55.10,926,1298,22.04,71.34,56*,13,6,3,0,South Africa,Centurion,2293,37737
13643,2,20.00,928,1308,21.58,70.94,56*,13,6,3,0,Australia,Auckland,2301,37737
13644,48,145.45,976,1341,22.18,72.78,56*,13,6,3,0,Australia,Wellington,2302,37737
13645,50*,200.00,1026,1366,23.31,75.10,56*,14,6,4,0,Australia,Christchurch,2303,37737
13648,1,25.00,1027,1370,22.82,74.96,56*,14,6,4,0,Sri Lanka,Wellington,2311,37737
13649,2,50.00,1029,1374,22.36,74.89,56*,14,6,4,0,Sri Lanka,Napier,2312,37737
13650,2,40.00,1031,1379,21.93,74.76,56*,14,6,4,0,West Indies,Wellington,2332,37737
13651,45,102.27,1076,1423,22.41,75.61,56*,14,6,4,0,West Indies,Queenstown,2335,37737
13652,13,130.00,1089,1433,22.22,75.99,56*,14,6,4,0,West Indies,Christchurch,2337,37737
13653,21,233.33,1110,1442,22.20,76.97,56*,14,6,4,0,West Indies,Napier,2342,37737
13654,10,125.00,1120,1450,21.96,77.24,56*,14,6,4,0,West Indies,Auckland,2346,37737
13655,21,61.76,1141,1484,21.94,76.88,56*,14,6,4,0,South Africa,Mumbai (BS),2430,37737
13656,9,30.00,1150,1514,21.69,75.95,56*,14,6,4,0,Sri Lanka,Mumbai (BS),2433,37737
13657,27,207.69,1177,1527,21.79,77.07,56*,14,6,4,0,Pakistan,Mohali,2436,37737
13658,1,25.00,1178,1531,21.41,76.94,56*,14,6,4,0,Australia,Mohali,2441,37737
13659,10,62.50,1188,1547,21.21,76.79,56*,14,6,4,0,Sri Lanka,Napier,2468,37737
13660,32,133.33,1220,1571,21.40,77.65,56*,14,6,4,0,Sri Lanka,Queenstown,2469,37737
13661,22,137.50,1242,1587,21.41,78.26,56*,14,6,4,0,Sri Lanka,Christchurch,2470,37737
13662,17,130.76,1259,1600,21.33,78.68,56*,14,6,4,0,Sri Lanka,Auckland,2471,37737
13664,5,31.25,1264,1616,21.06,78.21,56*,14,6,4,0,Australia,Hobart,2474,37737
13665,16,106.66,1280,1631,20.98,78.47,56*,14,6,4,0,England,Hobart,2475,37737
13666,15,62.50,1295,1655,20.88,78.24,56*,14,6,4,0,Australia,Sydney,2479,37737
13667,30,53.57,1325,1711,21.03,77.44,56*,14,6,4,0,England,Adelaide,2482,37737
13668,46*,117.94,1371,1750,21.76,78.34,56*,15,6,4,0,Australia,Perth,2488,37737
13669,19,105.55,1390,1768,21.71,78.61,56*,15,6,4,0,England,Perth,2490,37737
13670,19,135.71,1409,1782,21.67,79.06,56*,15,6,4,0,Australia,Melbourne,2501,37737
13671,2,33.33,1411,1788,21.37,78.91,56*,15,6,4,0,England,Brisbane,2510,37737
13673,22*,183.33,1433,1800,21.71,79.61,56*,16,6,4,0,Australia,Auckland,2526,37737
13674,86*,94.50,1519,1891,23.01,80.32,86*,17,6,5,0,Australia,Hamilton,2527,37737
13676,6,66.66,1525,1900,22.76,80.26,86*,17,6,5,0,Kenya,Gros Islet,2544,37737
13677,52*,247.61,1577,1921,23.53,82.09,86*,18,6,6,0,Canada,Gros Islet,2548,37737
13680,47,127.02,1624,1958,23.88,82.94,86*,18,6,6,0,Ireland,Providence,2566,37737
13681,1,50.00,1625,1960,23.55,82.90,86*,18,6,6,0,Sri Lanka,St George's,2569,37737
13682,4*,400.00,1629,1961,23.60,83.06,86*,19,6,6,0,South Africa,St George's,2571,37737
13683,7,43.75,1636,1977,23.37,82.75,86*,19,6,6,0,Australia,St George's,2577,37737
13684,0,0.00,1636,1978,23.04,82.70,86*,19,7,6,0,Sri Lanka,Kingston,2579,37737
13685,40,59.70,1676,2045,23.27,81.95,86*,19,7,6,0,South Africa,Durban,2648,37737
13686,81,95.29,1757,2130,24.06,82.48,86*,19,7,7,0,South Africa,Port Elizabeth,2650,37737
13687,0,0.00,1757,2135,23.74,82.29,86*,19,8,7,0,South Africa,Cape Town,2652,37737
13688,96,93.20,1853,2238,24.70,82.79,96,19,8,8,0,Australia,Adelaide,2655,37737
13689,5,83.33,1858,2244,24.44,82.79,96,19,8,8,0,Australia,Sydney,2656,37737
13690,6,75.00,1864,2252,24.20,82.77,96,19,8,8,0,Australia,Hobart,2657,37737
13691,40,80.00,1904,2302,24.41,82.71,96,19,8,8,0,Bangladesh,Auckland,2658,37737
13692,35,112.90,1939,2333,24.54,83.11,96,19,8,8,0,Bangladesh,Napier,2659,37737
13693,80*,285.71,2019,2361,25.55,85.51,96,20,8,9,0,Bangladesh,Queenstown,2660,37737
13694,42,100.00,2061,2403,25.76,85.76,96,20,8,9,0,England,Wellington,2674,37737
13695,80*,170.21,2141,2450,26.76,87.38,96,21,8,10,0,England,Hamilton,2677,37737
13696,4,66.66,2145,2456,26.48,87.33,96,21,8,10,0,England,Auckland,2678,37737
13697,58,89.23,2203,2521,26.86,87.38,96,21,8,11,0,England,Napier,2682,37737
13698,77,179.06,2280,2564,27.46,88.92,96,21,8,12,0,England,Christchurch,2684,37737
13699,36,133.33,2316,2591,27.57,89.38,96,21,8,12,0,England,Chester-le-Street,2708,37737
13700,60*,117.64,2376,2642,28.28,89.93,96,22,8,13,0,England,Birmingham,2709,37737
13701,17,154.54,2393,2653,28.15,90.19,96,22,8,13,0,England,Bristol,2710,37737
13702,1,20.00,2394,2658,27.83,90.06,96,22,8,13,0,England,The Oval,2714,37737
13703,23,40.35,2417,2715,27.78,89.02,96,22,8,13,0,England,Lord's,2720,37737
13704,166,122.96,2583,2850,29.35,90.63,166,22,8,13,1,Ireland,Aberdeen,2727,37737
13705,22,91.66,2605,2874,29.26,90.64,166,22,8,13,1,Scotland,Aberdeen,2731,37737
13706,14,66.66,2619,2895,29.10,90.46,166,22,8,13,1,Bangladesh,Dhaka,2763,37737
13707,12,80.00,2631,2910,28.91,90.41,166,22,8,13,1,Bangladesh,Dhaka,2764,37737
13708,6,50.00,2637,2922,28.66,90.24,166,22,8,13,1,Bangladesh,Chattogram,2765,37737
13710,1,50.00,2638,2924,28.36,90.21,166,22,8,13,1,West Indies,Christchurch,2787,37737
13711,18,128.57,2656,2938,28.25,90.40,166,22,8,13,1,West Indies,Wellington,2788,37737
13712,26,52.00,2682,2988,28.23,89.75,166,22,8,13,1,West Indies,Auckland,2789,37737
13713,41,146.42,2723,3016,28.36,90.28,166,22,8,13,1,West Indies,Napier,2792,37737
13714,0,0.00,2723,3018,28.07,90.22,166,22,9,13,1,Australia,Perth,2811,37737
13715,43,57.33,2766,3093,28.22,89.42,166,22,9,13,1,Australia,Melbourne,2816,37737
13716,36,133.33,2802,3120,28.30,89.80,166,22,9,13,1,Australia,Sydney,2817,37737
13717,33,60.00,2835,3175,28.35,89.29,166,22,9,13,1,Australia,Adelaide,2819,37737
13718,2,100.00,2837,3177,28.08,89.29,166,22,9,13,1,Australia,Brisbane,2820,37737
13719,0,0.00,2837,3182,27.81,89.15,166,22,10,13,1,India,Napier,2821,37737
13721,71,104.41,2908,3250,28.23,89.47,166,22,10,14,1,India,Christchurch,2823,37737
13722,77,81.05,2985,3345,28.70,89.23,166,22,10,15,1,India,Hamilton,2824,37737
13723,2,25.00,2987,3353,28.44,89.08,166,22,10,15,1,India,Auckland,2825,37737
13724,14,26.92,3001,3405,28.31,88.13,166,22,10,15,1,Sri Lanka,Colombo (RPS),2884,37737
13725,3,33.33,3004,3414,28.07,87.99,166,22,10,15,1,India,Colombo (RPS),2886,37737
13726,44,64.70,3048,3482,28.22,87.53,166,22,10,15,1,South Africa,Centurion,2895,37737
13727,46,63.88,3094,3554,28.38,87.05,166,22,10,15,1,Sri Lanka,Johannesburg,2899,37737
13728,48,123.07,3142,3593,28.56,87.44,166,22,10,15,1,England,Johannesburg,2902,37737
13729,17,106.25,3159,3609,28.45,87.53,166,22,10,15,1,Pakistan,Johannesburg,2906,37737
13730,0,0.00,3159,3623,28.20,87.19,166,22,11,15,1,Australia,Centurion,2907,37737
13731,21,77.77,3180,3650,28.14,87.12,166,22,11,15,1,Pakistan,Abu Dhabi,2921,37737
13732,131,101.55,3311,3779,29.04,87.61,166,22,11,15,2,Pakistan,Abu Dhabi,2924,37737
13733,76,97.43,3387,3857,29.45,87.81,166,22,11,16,2,Pakistan,Abu Dhabi,2927,37737
13734,0,0.00,3387,3866,29.19,87.60,166,22,12,16,2,Bangladesh,Napier,2949,37737
13735,9,150.00,3396,3872,29.02,87.70,166,22,12,16,2,Bangladesh,Dunedin,2951,37737
13736,19,105.55,3415,3890,28.94,87.78,166,22,12,16,2,Bangladesh,Christchurch,2953,37737
13737,45,104.65,3460,3933,29.07,87.97,166,22,12,16,2,Australia,Napier,2966,37737
13738,24,150.00,3484,3949,29.03,88.22,166,22,12,16,2,Australia,Auckland,2969,37737
13739,23,92.00,3507,3974,28.98,88.24,166,22,12,16,2,Australia,Hamilton,2971,37737
13740,61,81.33,3568,4049,29.24,88.12,166,22,12,17,2,Australia,Auckland,2973,37737
13741,1,7.69,3569,4062,29.01,87.86,166,22,12,17,2,Australia,Wellington,2975,37737
13742,61,135.55,3630,4107,29.27,88.38,166,22,12,18,2,Bangladesh,Dhaka,3051,37737
13743,0,0.00,3630,4111,29.04,88.29,166,22,13,18,2,Bangladesh,Dhaka,3054,37737
13744,21,105.00,3651,4131,28.97,88.38,166,22,13,18,2,Bangladesh,Dhaka,3056,37737
13745,4,80.00,3655,4136,28.77,88.37,166,22,13,18,2,Bangladesh,Dhaka,3058,37737
13746,0,0.00,3655,4137,28.55,88.34,166,22,14,18,2,India,Vadodara,3074,37737
13747,42,100.00,3697,4179,28.65,88.46,166,22,14,18,2,India,Bengaluru,3076,37737
13748,14,140.00,3711,4189,28.54,88.58,166,22,14,18,2,India,Chennai,3077,37737
13751,12,92.30,3723,4202,28.41,88.60,166,22,14,18,2,Pakistan,Christchurch,3090,37737
13752,37,94.87,3760,4241,28.48,88.65,166,22,14,18,2,Pakistan,Napier,3093,37737
13753,9,50.00,3769,4259,28.33,88.49,166,22,14,18,2,Pakistan,Hamilton,3095,37737
13754,12,92.30,3781,4272,28.21,88.50,166,22,14,18,2,Pakistan,Auckland,3097,37737
13755,26*,152.94,3807,4289,28.41,88.76,166,23,14,18,2,Kenya,Chennai,3101,37737
13756,16,133.33,3823,4301,28.31,88.88,166,23,14,18,2,Australia,Nagpur,3107,37737
13757,76*,80.00,3899,4396,28.88,88.69,166,24,14,19,2,Zimbabwe,Ahmedabad,3117,37737
13758,6,200.00,3905,4399,28.71,88.77,166,24,14,19,2,Pakistan,Pallekele,3123,37737
13759,101,92.66,4006,4508,29.24,88.86,166,24,14,19,3,Canada,Mumbai,3129,37737
13760,14,87.50,4020,4524,29.13,88.85,166,24,14,19,3,Sri Lanka,Mumbai,3137,37737
13761,4,100.00,4024,4528,28.94,88.86,166,24,14,19,3,South Africa,Dhaka,3144,37737
13762,13,61.90,4037,4549,28.83,88.74,166,24,14,19,3,Sri Lanka,Colombo (RPS),3146,37737
13763,39*,111.42,4076,4584,29.11,88.91,166,25,14,19,3,Zimbabwe,Harare,3204,37737
13764,87,87.87,4163,4683,29.52,88.89,166,25,14,20,3,Zimbabwe,Harare,3206,37737
13765,18,94.73,4181,4702,29.44,88.91,166,25,14,20,3,Zimbabwe,Bulawayo,3209,37737
13766,3,100.00,4184,4705,29.25,88.92,166,25,14,20,3,Zimbabwe,Dunedin,3230,37737
13767,20,111.11,4204,4723,29.19,89.01,166,25,14,20,3,Zimbabwe,Whangarei,3232,37737
13768,119,135.22,4323,4811,29.81,89.85,166,25,14,20,4,Zimbabwe,Napier,3234,37737
13769,56,83.58,4379,4878,29.99,89.77,166,25,14,21,4,South Africa,Wellington,3249,37737
13770,85,88.54,4464,4974,30.36,89.74,166,25,14,22,4,South Africa,Napier,3252,37737
13771,47,79.66,4511,5033,30.47,89.62,166,25,14,22,4,South Africa,Auckland,3254,37737
13772,10,55.55,4521,5051,30.34,89.50,166,25,14,22,4,West Indies,Basseterre,3289,37737
13773,33,97.05,4554,5085,30.36,89.55,166,25,14,22,4,West Indies,Basseterre,3290,37737
13774,13,52.00,4567,5110,30.24,89.37,166,25,14,22,4,Sri Lanka,Pallekele,3306,37737
13775,30,68.18,4597,5154,30.24,89.19,166,25,14,22,4,Sri Lanka,Hambantota,3307,37737
